Population,Infected,Detected,Recovered,Death Toll,Time Elapsed,Infected Rate,Recovered Rate,Death Rate
430,57,22,1,0,77850,77850,72450,0
430,57,23,1,0,78050,77850,72450,0
430,58,23,1,0,79550,79550,72450,0
430,59,23,1,0,80400,80400,72450,0
430,59,23,2,0,80450,80400,80450,0
430,59,23,3,0,81050,80400,81050,0
430,59,23,4,0,81450,80400,81450,0
430,59,24,4,0,81850,80400,81450,0
430,60,24,4,0,82450,82450,81450,0
430,60,25,4,0,83950,82450,81450,0
430,60,25,5,0,85000,82450,85000,0
430,60,26,5,0,85300,82450,85000,0
430,60,27,5,0,85600,82450,85000,0
430,60,27,6,0,85800,82450,85800,0
430,60,28,6,0,86100,82450,85800,0
430,60,28,7,0,86600,82450,86600,0
430,60,29,7,0,86800,82450,86600,0
430,61,29,7,0,87700,87700,86600,0
430,61,30,7,0,87800,87700,86600,0
430,61,30,8,0,89150,87700,89150,0
430,61,31,8,0,91000,87700,89150,0
430,61,32,8,0,91050,87700,89150,0
430,61,33,8,0,92100,87700,89150,0
430,61,34,8,0,93250,87700,89150,0
430,62,34,8,0,94100,94100,89150,0
430,62,35,8,0,94900,94100,89150,0
430,63,35,8,0,95900,95900,89150,0
430,63,36,8,0,96450,95900,89150,0
430,63,36,9,0,96850,95900,96850,0
430,64,36,9,0,98150,98150,96850,0
430,64,37,9,0,99000,98150,96850,0
430,64,37,10,0,99450,98150,99450,0
430,65,37,10,0,99700,99700,99450,0
430,65,37,10,1,100050,99700,99450,100050
430,65,37,11,1,100350,99700,100350,100050
430,65,37,12,1,100950,99700,100950,100050
430,65,37,13,1,102800,99700,102800,100050
430,65,38,13,1,103050,99700,102800,100050
430,66,38,13,1,103600,103600,102800,100050
430,67,38,13,1,105500,105500,102800,100050
430,67,38,15,1,105600,105500,105600,100050
430,68,38,15,1,108300,108300,105600,100050
430,68,39,15,1,110400,108300,105600,100050
430,69,39,15,1,110500,110500,105600,100050
430,69,39,16,1,110950,110500,110950,100050
430,69,40,16,1,111100,110500,110950,100050
430,69,40,17,1,111900,110500,111900,100050
430,69,40,18,1,112300,110500,112300,100050
430,69,40,19,1,113700,110500,113700,100050
430,70,40,19,1,113750,113750,113700,100050
430,70,41,19,1,116150,113750,113700,100050
430,70,41,20,1,116650,113750,116650,100050
430,70,42,20,1,117700,113750,116650,100050
430,70,43,20,1,118500,113750,116650,100050
430,71,43,21,1,118950,118950,118950,100050
430,72,43,21,1,119900,119900,118950,100050
430,72,44,21,1,120100,119900,118950,100050
430,73,44,21,1,120500,120500,118950,100050
430,73,44,22,1,121250,120500,121250,100050
430,73,45,22,1,123500,120500,121250,100050
430,74,45,22,1,123750,123750,121250,100050
430,75,45,22,1,124500,124500,121250,100050
430,75,45,23,1,125050,124500,125050,100050
430,76,45,23,1,126650,126650,125050,100050
430,76,45,24,1,127150,126650,127150,100050
430,77,45,24,1,127300,127300,127150,100050
430,78,45,24,1,128150,128150,127150,100050
430,78,45,25,1,128500,128150,128500,100050
430,79,45,25,1,128600,128600,128500,100050
430,79,45,26,1,128800,128600,128800,100050
430,79,46,26,1,129000,128600,128800,100050
430,79,46,27,1,129300,128600,129300,100050
430,79,46,28,1,130000,128600,130000,100050
430,79,46,29,1,131000,128600,131000,100050
430,79,47,29,1,131050,128600,131000,100050
430,80,47,29,1,131800,131800,131000,100050
430,80,47,30,1,134200,131800,134200,100050
430,80,47,31,1,134250,131800,134250,100050
430,80,47,32,1,135300,131800,135300,100050
430,80,47,33,1,136450,131800,136450,100050
430,80,48,33,1,136700,131800,136450,100050
430,80,48,34,1,138100,131800,138100,100050
430,80,49,34,1,138800,131800,138100,100050
430,80,49,35,1,139650,131800,139650,100050
430,80,49,36,1,142200,131800,142200,100050
430,82,49,36,1,145350,145350,142200,100050
430,83,49,36,1,145650,145650,142200,100050
430,83,49,37,1,146250,145650,146250,100050
430,83,50,37,1,146500,145650,146250,100050
430,83,51,37,1,147200,145650,146250,100050
430,83,52,37,1,147600,145650,146250,100050
430,83,53,37,1,147800,145650,146250,100050
430,83,54,37,1,148550,145650,146250,100050
430,84,54,37,1,151250,151250,146250,100050
430,85,54,37,1,152350,152350,146250,100050
430,85,54,38,1,153600,152350,153600,100050
430,85,54,39,1,154300,152350,154300,100050
430,85,55,39,1,155050,152350,154300,100050
430,85,56,39,1,155250,152350,154300,100050
430,85,57,39,1,155700,152350,154300,100050
430,85,58,39,1,156800,152350,154300,100050
430,85,59,39,1,157700,152350,154300,100050
430,86,60,39,1,158500,158500,154300,100050
430,86,60,40,1,159350,158500,159350,100050
430,87,60,40,1,160000,160000,159350,100050
430,87,60,41,1,160900,160000,160900,100050
430,87,60,42,1,161700,160000,161700,100050
430,87,60,43,1,163300,160000,163300,100050
430,88,60,43,1,164150,164150,163300,100050
430,88,60,44,1,166700,164150,166700,100050
430,89,60,44,1,167100,167100,166700,100050
430,89,60,45,1,172200,167100,172200,100050
430,90,60,45,1,173150,173150,172200,100050
430,90,61,45,1,173900,173150,172200,100050
430,90,62,45,1,174150,173150,172200,100050
430,90,62,46,1,174250,173150,174250,100050
430,90,63,46,1,175100,173150,174250,100050
430,90,64,46,1,179700,173150,174250,100050
430,90,64,47,1,179900,173150,179900,100050
430,92,64,47,1,180500,180500,179900,100050
430,93,64,47,1,181800,181800,179900,100050
430,93,64,48,1,182000,181800,182000,100050
430,94,64,48,1,183100,183100,182000,100050
430,94,65,48,1,186900,183100,182000,100050
430,95,65,48,1,187300,187300,182000,100050
430,96,65,48,1,188150,188150,182000,100050
430,96,65,49,1,189700,188150,189700,100050
430,96,66,49,1,189750,188150,189700,100050
430,96,66,50,1,190400,188150,190400,100050
430,96,66,51,1,190800,188150,190800,100050
430,96,66,52,1,191000,188150,191000,100050
430,97,66,52,1,191200,191200,191000,100050
430,97,66,53,1,191750,191200,191750,100050
430,97,66,54,1,198250,191200,198250,100050
430,97,66,55,1,198450,191200,198450,100050
430,98,66,55,1,198800,198800,198450,100050
430,98,66,56,1,198900,198800,198900,100050
430,98,66,57,1,200000,198800,200000,100050
430,98,66,58,1,200900,198800,200900,100050
430,98,66,59,1,201700,198800,201700,100050
430,99,66,59,1,203050,203050,201700,100050
430,100,66,59,1,205300,205300,201700,100050
430,100,67,59,1,208050,205300,201700,100050
430,101,67,59,1,208750,208750,201700,100050
430,102,67,59,1,209100,209100,201700,100050
430,103,67,59,1,209200,209200,201700,100050
430,104,67,59,1,209800,209800,201700,100050
430,104,68,59,1,210050,209800,201700,100050
430,106,68,59,1,212700,212700,201700,100050
430,107,68,59,1,213050,213050,201700,100050
430,109,68,59,1,216100,216100,201700,100050
430,109,68,60,1,217100,216100,217100,100050
430,109,68,61,1,217350,216100,217350,100050
430,110,68,61,1,217400,217400,217350,100050
430,110,68,62,1,218300,217400,218300,100050
430,111,68,62,1,220200,220200,218300,100050
430,112,68,62,1,220400,220400,218300,100050
430,113,68,62,1,221100,221100,218300,100050
430,113,68,63,1,222900,221100,222900,100050
430,115,68,63,1,223250,223250,222900,100050
430,116,68,63,1,223400,223400,222900,100050
430,116,69,63,1,223450,223400,222900,100050
430,117,69,63,1,223550,223550,222900,100050
430,118,69,63,1,223650,223650,222900,100050
430,120,69,63,1,225250,225250,222900,100050
430,121,69,63,1,225650,225650,222900,100050
430,122,69,63,1,226850,226850,222900,100050
430,122,70,63,1,227250,226850,222900,100050
430,123,70,63,1,227350,227350,222900,100050
430,124,70,63,1,227600,227600,222900,100050
430,125,70,63,1,227950,227950,222900,100050
430,125,70,64,1,230100,227950,230100,100050
430,126,70,64,1,230600,230600,230100,100050
430,126,71,64,1,231300,230600,230100,100050
430,127,71,64,1,231800,231800,230100,100050
430,128,71,64,1,232300,232300,230100,100050
430,128,71,65,1,232950,232300,232950,100050
430,129,72,65,1,235200,235200,232950,100050
430,130,72,65,1,235600,235600,232950,100050
430,130,73,65,1,242300,235600,232950,100050
430,131,73,65,1,242350,242350,232950,100050
430,132,73,65,1,243750,243750,232950,100050
430,132,74,65,1,244550,243750,232950,100050
430,133,74,65,1,245150,245150,232950,100050
430,134,74,65,1,245400,245400,232950,100050
430,134,75,65,1,246400,245400,232950,100050
430,135,75,65,1,246450,246450,232950,100050
430,136,75,65,1,247000,247000,232950,100050
430,137,75,65,1,247150,247150,232950,100050
430,138,75,65,1,247450,247450,232950,100050
430,138,76,65,1,248150,247450,232950,100050
430,138,77,65,1,248350,247450,232950,100050
430,139,77,65,1,248500,248500,232950,100050
430,140,77,65,1,249650,249650,232950,100050
430,140,78,65,1,249700,249650,232950,100050
430,141,78,65,1,250400,250400,232950,100050
430,141,78,66,1,251250,250400,251250,100050
430,141,79,66,1,251400,250400,251250,100050
430,142,79,66,1,252150,252150,251250,100050
430,143,79,66,1,252300,252300,251250,100050
430,144,79,66,1,252850,252850,251250,100050
430,144,79,67,1,253250,252850,253250,100050
430,145,79,67,1,253350,253350,253250,100050
430,146,79,67,1,253500,253500,253250,100050
430,147,79,67,1,254250,254250,253250,100050
430,148,79,67,1,255300,255300,253250,100050
430,148,80,67,1,255850,255300,253250,100050
430,148,81,67,1,256450,255300,253250,100050
430,149,81,67,1,256550,256550,253250,100050
430,150,82,67,1,256950,256950,253250,100050
430,150,84,67,1,259600,256950,253250,100050
430,151,84,67,1,259700,259700,253250,100050
430,152,84,67,1,260650,260650,253250,100050
430,152,85,67,1,260900,260650,253250,100050
430,152,86,67,1,264650,260650,253250,100050
430,152,86,68,1,266650,260650,266650,100050
430,153,86,68,1,266850,266850,266650,100050
430,154,86,68,1,267150,267150,266650,100050
430,154,87,68,1,267850,267150,266650,100050
430,155,87,68,1,267950,267950,266650,100050
430,155,88,68,1,268300,267950,266650,100050
430,156,88,68,1,269400,269400,266650,100050
430,157,88,68,1,269450,269450,266650,100050
430,157,89,68,1,269550,269450,266650,100050
430,157,90,68,1,269650,269450,266650,100050
430,158,90,68,1,269750,269750,266650,100050
430,159,90,68,1,269950,269950,266650,100050
430,159,90,69,1,270450,269950,270450,100050
430,160,90,69,1,270500,270500,270450,100050
430,160,91,69,1,271500,270500,270450,100050
430,160,92,69,1,271600,270500,270450,100050
430,160,93,69,1,273450,270500,270450,100050
430,161,93,69,1,273700,273700,270450,100050
430,161,93,70,1,274500,273700,274500,100050
430,162,93,70,1,274850,274850,274500,100050
430,162,94,70,1,275450,274850,274500,100050
430,163,94,70,1,277700,277700,274500,100050
430,164,94,70,1,278350,278350,274500,100050
430,164,94,71,1,278400,278350,278400,100050
430,164,95,71,1,279100,278350,278400,100050
430,164,96,71,1,281050,278350,278400,100050
430,164,97,71,1,281150,278350,278400,100050
430,164,98,71,1,281500,278350,278400,100050
430,164,99,71,1,281700,278350,278400,100050
430,165,99,71,1,281850,281850,278400,100050
430,166,99,71,1,281900,281900,278400,100050
430,166,99,72,1,285500,281900,285500,100050
430,167,99,72,1,285550,285550,285500,100050
430,167,100,72,1,286500,285550,285500,100050
430,167,101,72,1,286650,285550,285500,100050
430,168,101,72,1,287350,287350,285500,100050
430,169,101,72,1,287450,287450,285500,100050
430,169,101,73,1,287750,287450,287750,100050
430,169,102,73,1,287900,287450,287750,100050
430,170,102,73,1,288850,288850,287750,100050
430,170,103,73,1,289300,288850,287750,100050
430,170,103,74,1,289600,288850,289600,100050
430,171,103,74,1,290000,290000,289600,100050
430,172,103,74,1,291150,291150,289600,100050
430,172,103,75,1,291350,291150,291350,100050
430,172,103,76,1,291550,291150,291550,100050
430,172,104,76,1,292250,291150,291550,100050
430,172,105,76,1,292400,291150,291550,100050
430,173,105,76,1,292550,292550,291550,100050
430,173,105,77,1,292900,292550,292900,100050
430,173,106,77,1,293450,292550,292900,100050
430,174,106,77,1,294550,294550,292900,100050
430,174,106,77,2,294600,294550,292900,294600
430,175,106,77,2,294950,294950,292900,294600
430,176,106,77,2,295000,295000,292900,294600
430,177,106,77,2,296200,296200,292900,294600
430,178,106,77,2,296750,296750,292900,294600
430,179,106,77,2,297150,297150,292900,294600
430,180,106,77,2,298100,298100,292900,294600
430,180,107,77,2,298150,298100,292900,294600
430,180,107,78,2,299050,298100,299050,294600
430,181,107,78,2,299200,299200,299050,294600
430,181,107,78,3,299650,299200,299050,299650
430,181,108,78,3,300050,299200,299050,299650
430,181,108,79,3,300150,299200,300150,299650
430,181,109,79,3,300850,299200,300150,299650
430,182,109,79,3,301250,301250,300150,299650
430,182,110,79,3,301750,301250,300150,299650
430,182,110,80,4,302800,301250,302800,302800
430,183,110,80,4,304050,304050,302800,302800
430,183,110,81,4,304100,304050,304100,302800
430,184,110,81,4,307500,307500,304100,302800
430,185,111,81,4,307700,307700,304100,302800
430,185,111,82,4,307850,307700,307850,302800
430,185,112,82,4,309100,307700,307850,302800
430,185,113,82,4,310700,307700,307850,302800
430,185,114,83,4,311050,307700,311050,302800
430,185,114,84,4,311500,307700,311500,302800
430,185,115,84,4,311650,307700,311500,302800
430,186,115,84,4,311900,311900,311500,302800
430,186,115,85,4,312750,311900,312750,302800
430,186,115,86,4,312850,311900,312850,302800
430,187,115,86,4,313050,313050,312850,302800
430,188,115,86,4,313800,313800,312850,302800
430,188,115,87,4,314700,313800,314700,302800
430,188,115,88,4,314800,313800,314800,302800
430,188,116,88,4,315200,313800,314800,302800
430,189,116,88,4,315550,315550,314800,302800
430,189,117,88,4,316100,315550,314800,302800
430,189,118,88,4,316200,315550,314800,302800
430,189,118,89,4,316650,315550,316650,302800
430,189,119,89,4,317100,315550,316650,302800
430,190,119,89,4,317300,317300,316650,302800
430,191,119,89,4,317600,317600,316650,302800
430,192,119,89,4,317800,317800,316650,302800
430,192,119,90,4,318650,317800,318650,302800
430,192,120,90,4,320250,317800,318650,302800
430,192,121,90,4,321200,317800,318650,302800
430,192,122,90,4,322050,317800,318650,302800
430,193,122,90,4,322200,322200,318650,302800
430,193,123,90,4,322250,322200,318650,302800
430,193,123,91,4,322300,322200,322300,302800
430,193,124,91,4,322700,322200,322300,302800
430,194,124,91,4,323200,323200,322300,302800
430,194,124,92,4,324250,323200,324250,302800
430,194,124,93,4,324350,323200,324350,302800
430,195,124,93,4,324400,324400,324350,302800
430,196,124,93,4,324650,324650,324350,302800
430,196,124,94,4,324700,324650,324700,302800
430,196,124,95,4,324900,324650,324900,302800
430,196,125,95,4,326900,324650,324900,302800
430,197,125,95,4,327000,327000,324900,302800
430,198,125,95,4,329600,329600,324900,302800
430,198,125,96,4,329700,329600,329700,302800
430,199,125,96,4,329800,329800,329700,302800
430,199,125,97,4,329850,329800,329850,302800
430,199,126,97,4,329950,329800,329850,302800
430,199,126,98,4,331100,329800,331100,302800
430,201,127,98,4,331250,331250,331100,302800
430,201,127,99,4,332500,331250,332500,302800
430,201,127,100,4,335450,331250,335450,302800
430,201,127,101,4,335600,331250,335600,302800
430,201,128,101,4,336250,331250,335600,302800
430,201,128,102,4,336650,331250,336650,302800
430,201,129,102,4,337200,331250,336650,302800
430,201,130,102,4,338450,331250,336650,302800
430,202,130,102,4,338900,338900,336650,302800
430,203,130,102,4,339150,339150,336650,302800
430,204,130,102,4,339250,339250,336650,302800
430,204,130,103,4,341350,339250,341350,302800
430,204,130,104,4,343250,339250,343250,302800
430,204,131,104,4,343700,339250,343250,302800
430,204,131,105,4,344050,339250,344050,302800
430,204,132,105,4,344550,339250,344050,302800
430,204,132,106,4,344950,339250,344950,302800
430,204,133,106,4,346250,339250,344950,302800
430,205,133,106,4,346300,346300,344950,302800
430,206,133,106,4,347550,347550,344950,302800
430,207,133,106,4,348450,348450,344950,302800
430,208,134,106,4,348750,348750,344950,302800
430,209,134,106,4,349250,349250,344950,302800
430,210,134,106,4,349650,349650,344950,302800
430,210,135,106,4,350150,349650,344950,302800
430,210,136,106,4,350500,349650,344950,302800
430,210,136,107,4,350900,349650,350900,302800
430,210,137,107,4,352200,349650,350900,302800
430,210,137,108,4,352300,349650,352300,302800
430,210,137,109,4,353900,349650,353900,302800
430,210,137,110,4,354250,349650,354250,302800
430,211,137,110,4,354300,354300,354250,302800
430,211,137,111,4,354850,354300,354850,302800
430,211,138,111,4,356150,354300,354850,302800
430,211,139,111,4,356900,354300,354850,302800
430,211,139,112,4,358400,354300,358400,302800
430,211,139,113,4,359300,354300,359300,302800
430,211,139,114,4,359400,354300,359400,302800
430,211,139,115,4,360300,354300,360300,302800
430,211,140,115,4,362800,354300,360300,302800
430,211,140,115,5,363450,354300,360300,363450
430,211,141,115,5,363850,354300,360300,363450
430,211,141,116,5,364400,354300,364400,363450
430,211,142,116,5,364700,354300,364400,363450
430,212,142,116,5,364900,364900,364400,363450
430,213,142,116,5,365150,365150,364400,363450
430,213,142,117,5,365250,365150,365250,363450
430,213,142,118,5,365450,365150,365450,363450
430,213,142,119,5,365900,365150,365900,363450
430,213,143,119,5,366300,365150,365900,363450
430,213,144,119,5,366850,365150,365900,363450
430,214,144,119,5,367000,367000,365900,363450
430,215,144,119,5,367550,367550,365900,363450
430,216,144,119,5,368200,368200,365900,363450
430,217,144,119,5,368400,368400,365900,363450
430,217,144,120,5,370100,368400,370100,363450
430,217,144,121,5,373150,368400,373150,363450
430,217,145,121,5,373500,368400,373150,363450
430,217,146,121,5,373650,368400,373150,363450
430,217,147,121,5,373750,368400,373150,363450
430,217,147,122,5,374450,368400,374450,363450
430,217,148,122,5,375300,368400,374450,363450
430,217,149,122,5,378450,368400,374450,363450
430,218,149,122,5,379250,379250,374450,363450
430,218,149,123,5,379450,379250,379450,363450
430,219,149,123,5,380350,380350,379450,363450
430,219,149,124,5,380400,380350,380400,363450
430,219,149,125,5,381650,380350,381650,363450
430,219,150,125,5,382250,380350,381650,363450
430,219,151,125,5,382400,380350,381650,363450
430,219,152,125,5,383150,380350,381650,363450
430,219,153,125,5,384300,380350,381650,363450
430,220,153,125,5,385600,385600,381650,363450
430,220,153,126,5,386900,385600,386900,363450
430,220,153,127,5,387750,385600,387750,363450
430,220,154,127,5,388500,385600,387750,363450
430,221,154,127,5,388700,388700,387750,363450
430,221,154,128,5,389450,388700,389450,363450
430,222,154,128,5,389600,389600,389450,363450
430,223,154,128,5,390650,390650,389450,363450
430,223,154,129,5,391950,390650,391950,363450
430,223,155,129,5,392900,390650,391950,363450
430,223,155,130,5,393350,390650,393350,363450
430,223,155,131,5,393700,390650,393700,363450
430,223,156,131,5,394600,390650,393700,363450
430,223,157,131,5,394750,390650,393700,363450
430,223,157,132,5,395400,390650,395400,363450
430,223,158,132,5,396450,390650,395400,363450
430,223,159,132,5,398050,390650,395400,363450
430,223,159,133,5,399350,390650,399350,363450
430,223,159,134,5,400100,390650,400100,363450
430,224,159,134,5,405050,405050,400100,363450
430,224,159,135,5,406000,405050,406000,363450
430,225,159,135,5,406150,406150,406000,363450
430,226,159,135,5,406200,406200,406000,363450
430,226,159,136,5,407050,406200,407050,363450
430,227,159,136,5,407100,407100,407050,363450
430,228,159,136,5,407200,407200,407050,363450
430,228,159,137,5,407900,407200,407900,363450
430,228,159,138,5,409500,407200,409500,363450
430,228,159,139,5,410050,407200,410050,363450
430,229,159,139,5,411600,411600,410050,363450
430,229,160,139,5,411700,411600,410050,363450
430,230,160,139,5,411800,411800,410050,363450
430,231,160,139,5,415350,415350,410050,363450
430,232,160,139,5,415650,415650,410050,363450
430,232,161,139,5,415800,415650,410050,363450
430,233,161,139,5,416500,416500,410050,363450
430,233,161,140,5,416700,416500,416700,363450
430,233,161,141,5,416850,416500,416850,363450
430,233,161,142,5,416950,416500,416950,363450
430,234,161,142,5,417900,417900,416950,363450
430,234,161,143,5,418500,417900,418500,363450
430,234,162,143,5,418750,417900,418500,363450
430,235,162,143,5,418850,418850,418500,363450
430,236,162,143,5,421250,421250,418500,363450
430,236,162,144,5,421650,421250,421650,363450
430,237,162,144,5,424900,424900,421650,363450
430,237,162,145,5,425450,424900,425450,363450
430,237,162,146,5,425600,424900,425600,363450
430,237,162,147,5,426350,424900,426350,363450
430,237,162,148,5,427500,424900,427500,363450
430,237,163,148,5,430350,424900,427500,363450
430,237,164,148,5,430550,424900,427500,363450
430,237,164,149,5,431700,424900,431700,363450
430,238,164,149,5,432250,432250,431700,363450
430,239,164,149,5,432550,432550,431700,363450
430,240,164,149,5,433350,433350,431700,363450
430,240,164,150,5,436100,433350,436100,363450
430,240,164,151,5,437800,433350,437800,363450
430,240,164,152,5,437950,433350,437950,363450
430,240,164,153,5,439650,433350,439650,363450
430,241,164,153,5,439850,439850,439650,363450
430,242,164,153,5,440150,440150,439650,363450
430,243,164,153,5,440300,440300,439650,363450
430,243,164,154,5,441250,440300,441250,363450
430,243,165,154,5,444550,440300,441250,363450
430,243,166,154,5,445800,440300,441250,363450
430,243,167,154,5,446900,440300,441250,363450
430,243,168,154,5,448600,440300,441250,363450
430,243,169,154,5,451350,440300,441250,363450
430,244,169,154,5,452000,452000,441250,363450
430,244,170,154,5,452150,452000,441250,363450
430,244,170,155,5,454900,452000,454900,363450
430,244,170,156,5,459000,452000,459000,363450
430,244,171,156,5,459150,452000,459000,363450
430,244,172,156,5,460250,452000,459000,363450
430,244,172,157,5,461950,452000,461950,363450
430,244,173,157,5,462650,452000,461950,363450
430,244,174,157,5,464000,452000,461950,363450
430,244,175,157,5,464700,452000,461950,363450
430,245,175,157,5,468150,468150,461950,363450
430,245,176,157,5,468350,468150,461950,363450
430,246,176,157,5,468900,468900,461950,363450
430,247,176,157,5,470150,470150,461950,363450
430,248,176,157,5,472300,472300,461950,363450
430,248,177,157,5,472350,472300,461950,363450
430,248,177,158,5,473550,472300,473550,363450
430,248,177,159,5,473750,472300,473750,363450
430,249,177,159,5,479100,479100,473750,363450
430,249,178,159,5,480250,479100,473750,363450
430,249,179,159,5,481200,479100,473750,363450
430,250,179,159,5,482500,482500,473750,363450
430,251,179,159,5,487250,487250,473750,363450
430,251,179,160,5,487750,487250,487750,363450
430,251,179,161,5,489000,487250,489000,363450
430,251,179,162,5,490100,487250,490100,363450
430,251,179,163,5,491800,487250,491800,363450
430,252,179,163,5,493700,493700,491800,363450
430,252,179,164,5,494550,493700,494550,363450
430,253,179,164,5,495050,495050,494550,363450
430,253,179,165,5,495350,495050,495350,363450
430,253,180,165,5,496000,495050,495350,363450
430,253,180,166,5,502350,495050,502350,363450
430,253,180,167,5,503450,495050,503450,363450
430,254,180,167,5,504850,504850,503450,363450
430,254,180,168,5,505850,504850,505850,363450
430,254,180,169,5,507200,504850,507200,363450
430,254,180,170,5,507900,504850,507900,363450
430,254,181,170,5,508050,504850,507900,363450
430,255,181,170,5,510050,510050,507900,363450
430,256,181,170,5,510750,510750,507900,363450
430,256,181,171,5,511550,510750,511550,363450
430,257,181,171,5,511700,511700,511550,363450
430,257,181,172,5,515550,511700,515550,363450
430,258,181,172,5,517200,517200,515550,363450
430,259,181,172,5,517850,517850,515550,363450
430,260,181,172,5,521100,521100,515550,363450
430,261,181,172,5,522200,522200,515550,363450
430,262,181,173,5,523450,523450,523450,363450
430,262,181,174,5,524400,523450,524400,363450
430,262,182,174,5,532650,523450,524400,363450
430,262,183,174,5,532800,523450,524400,363450
430,262,184,174,5,534200,523450,524400,363450
430,263,184,174,5,536050,536050,524400,363450
430,264,184,174,5,536650,536650,524400,363450
430,264,185,174,5,538150,536650,524400,363450
430,264,185,175,5,539200,536650,539200,363450
430,264,186,175,5,544700,536650,539200,363450
430,265,186,175,5,545150,545150,539200,363450
430,265,186,176,5,551250,545150,551250,363450
430,265,187,176,5,551300,545150,551250,363450
430,265,188,176,5,551650,545150,551250,363450
430,265,189,176,5,559350,545150,551250,363450
430,265,190,176,5,561700,545150,551250,363450
430,265,191,176,5,564050,545150,551250,363450
430,266,191,176,5,571300,571300,551250,363450
430,267,191,176,5,573700,573700,551250,363450
430,267,192,176,5,574650,573700,551250,363450
430,268,192,176,5,574850,574850,551250,363450
430,269,192,176,5,575250,575250,551250,363450
430,269,192,177,5,575850,575250,575850,363450
430,269,192,178,5,576000,575250,576000,363450
430,269,193,178,5,577150,575250,576000,363450
430,269,193,179,5,577400,575250,577400,363450
430,269,193,180,5,581350,575250,581350,363450
430,269,194,180,5,584300,575250,581350,363450
430,269,195,180,5,585900,575250,581350,363450
430,269,195,181,5,587900,575250,587900,363450
430,269,196,181,5,593700,575250,587900,363450
430,269,196,182,5,594500,575250,594500,363450
430,269,196,183,5,594850,575250,594850,363450
430,269,197,183,5,596100,575250,594850,363450
430,269,197,184,5,602550,575250,602550,363450
430,269,197,185,5,604900,575250,604900,363450
430,269,197,186,5,607250,575250,607250,363450
430,269,197,187,5,617850,575250,617850,363450
430,270,197,187,5,618800,618800,617850,363450
430,270,197,188,5,620350,618800,620350,363450
430,270,198,188,5,627000,618800,620350,363450
430,270,198,189,5,627500,618800,627500,363450
430,270,198,190,5,629100,618800,629100,363450
430,271,198,190,5,636050,636050,629100,363450
430,271,198,191,5,636900,636050,636900,363450
430,271,198,192,5,639300,636050,639300,363450
430,272,198,192,5,641450,641450,639300,363450
430,273,198,192,5,651050,651050,639300,363450
